Bank Name / Holding Co Name	Nat'l Rank	Bank ID	Bank Location	Charter	Consol Assets (Mil $)	Domestic Assets (Mil $)	Pct Domestic Assets	Pct Cumulative Assets	Domestic Branches	Foreign Branches	IBF	Pct Foreign Owned
FIRST NB OF BEMIDJI/FIRST NB BEMIDJI ESOP & TR	871	363657	BEMIDJI, MN	NAT	661	661	100	97	3	0	N	0.00
OPPORTUNITY BK OF MT/EAGLE BC MT	872	685676	HELENA, MT	SMB	658	658	100	97	12	0	N	0.00
CITIZENS BK/CITIZENS BC	873	98463	CORVALLIS, OR	SNM	658	658	100	97	15	0	N	0.00
PROGRESS B&T/PROGRESS FC	874	3690596	HUNTSVILLE, AL	SNM	656	656	100	97	4	0	N	0.00
GIRARD NB/GN BSHRS	875	928056	GIRARD, KS	NAT	655	655	100	97	14	0	N	0.00
HERITAGE BK OF NV/HERITAGE BC	876	2349301	RENO, NV	SNM	655	655	100	97	6	0	N	0.00
FIRST NB/INDUSTRY BSHRS	877	342362	SHINER, TX	NAT	655	655	100	97	4	0	N	0.00
PATRIOT BK NA/PNBK SPONSOR LLC	878	2236821	STAMFORD, CT	NAT	653	653	100	97	9	0	N	0.00
BANK OF HEMET/HEMET BC	879	183668	RIVERSIDE, CA	SNM	652	652	100	97	5	0	N	0.00
PREMIER BK/	880	33259	MAPLEWOOD, MN	SNM	650	650	100	97	7	0	N	0.00
COMMERCIAL & SVG BK/CSB BC	881	189129	MILLERSBURG, OH	SMB	650	650	100	97	15	0	N	0.00
PUTNAM CTY BK/PUTNAM BSHRS	882	417626	HURRICANE, WV	SMB	650	650	100	97	2	0	N	0.00
PRESIDIO BK/	883	3398100	SAN FRANCISCO, CA	SMB	648	648	100	97	4	0	N	0.00
COASTAL CMNTY BK/COASTAL FNCL CORP	884	2562164	EVERETT, WA	SMB	646	646	100	97	11	0	N	0.00
NBKC BK/AMERI-NATIONAL CORP	885	2747587	OVERLAND PARK, KS	SNM	646	646	100	97	4	0	N	0.00
HICKORY POINT B&TC/FIRST IL CORP	886	550635	DECATUR, IL	SNM	645	645	100	97	9	0	N	0.00
COMMUNITY NAT B&T TX/COMMUNITY BK HOLD TX	887	738769	CORSICANA, TX	NAT	645	645	100	97	13	0	N	0.00
BENEFICIAL ST BK/BENEFICIAL ST FOUND	888	3608751	OAKLAND, CA	SNM	645	645	100	97	8	0	N	0.00
WELLS FARGO BK/WELLS FARGO & CO	889	167565	LOS ANGELES, CA	SNM	644	644	100	97	0	0	N	0.00
COMMUNITY WEST BK NA/COMMUNITY WEST BSHRS	890	1412712	GOLETA, CA	NAT	642	642	100	97	4	0	N	0.00
BAY CMRL BK/	891	3281510	WALNUT CREEK, CA	SMB	642	642	100	97	10	0	N	0.00
BANK OF BLUE VALLEY/BLUE VALLEY BC	892	1421161	OVERLAND PARK, KS	SMB	641	641	100	97	5	0	N	0.00
AVIDBANK/AVIDBANK HOLD	893	3214059	PALO ALTO, CA	SNM	640	640	100	97	0	0	N	0.00
CENTRAL BK OF LK OF THE OZARKS/CENTRAL BANCOMPANY INC	894	1015243	OSAGE BEACH, MO	SMB	639	639	100	97	7	0	N	0.00
DIME BK/DIMECO	895	56717	HONESDALE, PA	SNM	638	638	100	97	6	0	N	0.00
NEWFIRST NB/NEWFIRST FNCL GROUP	896	938859	EL CAMPO, TX	NAT	637	637	100	97	8	0	N	0.00
BANK OF JACKSON HOLE/BANCSHARES OF JACKSON HOLE	897	898458	JACKSON, WY	SMB	637	637	100	97	9	0	N	0.00
HERITAGE BK INC/COMMONWEALTH HOLDINGS LLC	898	1469677	ERLANGER, KY	SNM	637	637	100	97	16	0	N	0.00
WAUCHULA ST BK/CREWS BKG CORP	899	200435	WAUCHULA, FL	SNM	636	636	100	97	5	0	N	0.00
UNION BK/UNION BSHRS	900	333203	MORRISVILLE, VT	SNM	635	635	100	97	17	0	N	0.00
AMERICAN B&T/LEACKCO BHC	901	275358	WESSINGTON SPRINGS, SD	SNM	634	634	100	97	10	0	N	0.00
CAROLINA ALLI BK/	902	3486623	SPARTANBURG, SC	SNM	633	633	100	97	7	0	N	0.00
ONEUNITED BK/	903	935308	BOSTON, MA	SNM	632	632	100	97	8	0	N	0.00
NEW PEOPLES BK/NEW PEOPLES BSHRS	904	2736451	HONAKER, VA	SMB	632	632	100	97	18	0	N	0.00
WOOD & HUSTON BK/WOOD & HUSTON BC	905	671558	MARSHALL, MO	SNM	630	630	100	97	10	0	N	0.00
PREMIER VALLEY BK/HEARTLAND FNCL USA	906	3028902	FRESNO, CA	SNM	629	629	100	97	3	0	N	0.00
VISION BK NA/VISION BSHRS	907	241157	ADA, OK	NAT	629	629	100	97	8	0	N	0.00
NEWFIELD NB/NEWFIELD BC	908	632410	NEWFIELD, NJ	NAT	628	628	100	97	10	0	N	0.00
TENNESSEE ST BK/TENNESSEE ST BSHRS	909	479839	PIGEON FORGE, TN	SMB	628	628	100	97	16	0	N	0.00
AMERICAN RIVER BK/AMERICAN RIVER BSHRS	910	735768	SACRAMENTO, CA	SNM	627	627	100	97	10	0	N	0.00
BANK OF TRAVELERS REST/TRAVELERS REST BSHRS	911	589523	TRAVELERS REST, SC	SNM	626	626	100	97	9	0	N	0.00
FIRST PALMETTO BK/FIRST PALMETTO FC	912	586072	CAMDEN, SC	SNM	626	626	100	97	22	0	N	0.00
FIRST BK OF BERNE/FIRST BERNE FC	913	312244	BERNE, IN	SMB	622	622	100	97	8	0	N	0.00
LIBERTY B&TC/LIBERTY FNCL SVC	914	283438	NEW ORLEANS, LA	SNM	618	618	100	97	19	0	N	0.00
HORICON BK/SWORD FC	915	528849	HORICON, WI	SNM	618	618	100	97	14	0	N	0.00
FAUQUIER BK/FAUQUIER BSHRS	916	976226	WARRENTON, VA	SMB	617	617	100	97	10	0	N	0.00
UNION BK CO/UNITED BSHRS	917	780218	COLUMBUS GROVE, OH	SNM	616	616	100	97	16	0	N	0.00
CBC NB/COASTAL BKG CO	918	2855914	FERNANDINA BEACH, FL	NAT	615	615	100	97	5	0	N	0.00
CIBM BK/CIB MARINE BSHRS	919	340742	CHAMPAIGN, IL	SNM	614	614	100	97	10	0	N	0.00
CROCKETT NB/CROCKETT CTY NAT BSHRS	920	1015467	SAN ANTONIO, TX	NAT	613	613	100	97	4	0	N	0.00
FIRST NB OF S MIAMI/FIRST MIAMI BC	921	794336	MIAMI, FL	NAT	613	613	100	98	3	0	N	0.00
INDEPENDENCE BK/MONTANA SECURITY	922	606653	HAVRE, MT	SNM	613	613	100	98	5	0	N	0.00
MEADOWS BK/	923	3719648	LAS VEGAS, NV	SNM	613	613	100	98	3	0	N	0.00
HONESDALE NB/HONAT BC	924	465618	HONESDALE, PA	NAT	611	611	100	98	10	0	N	0.00
BANKERS BK/BANKERS BC	925	408642	MADISON, WI	SMB	610	610	100	98	0	0	N	0.00
NATIONAL BK/NATIONAL UNITED BSHRS	926	322056	GATESVILLE, TX	NAT	610	610	100	98	7	0	N	0.00
FARMERS & MRCHS BK/COUNTRY BSHRS	927	455552	MILFORD, NE	SNM	609	609	100	98	10	0	N	0.00
NORTHSTAR BK OF CO/CARLILE BSHRS	928	776659	DENVER, CO	SMB	609	609	100	98	18	0	N	0.00
LEGEND BK NA/LEGEND BC	929	100357	BOWIE, TX	NAT	608	608	100	98	9	0	N	0.00
PIONEER B&TC/BELLE FOURCHE BSHRS	930	65559	BELLE FOURCHE, SD	SNM	607	607	100	98	5	0	N	0.00
PRIORITYONE BK/PRIORITYONE CAP CORP	931	956938	MAGEE, MS	SNM	607	607	100	98	13	0	N	0.00
RESOURCE BK/RESOURCE BSHRS	932	2716088	COVINGTON, LA	SNM	606	606	100	98	9	0	N	0.00
FARMERS ST BK/FS BC	933	113441	LAGRANGE, IN	SNM	605	605	100	98	10	0	N	0.00
PLAINS CMRC BK/	934	593052	HOVEN, SD	SNM	605	605	100	98	7	0	N	0.00
MARINE BK/MARINE BC	935	258445	SPRINGFIELD, IL	SNM	604	604	100	98	11	0	N	0.00
VOLUNTEER ST BK/VOLUNTEER ST BSHRS	936	774132	PORTLAND, TN	SNM	604	604	100	98	8	0	N	0.00
STATE BK OF INDIA CA/	937	779968	LOS ANGELES, CA	SNM	604	604	100	98	7	0	N	100.00
CITIZENS BK OF KY/CITIZENS NAT CORP	938	495419	PAINTSVILLE, KY	SMB	604	604	100	98	12	0	N	0.00
AMERICAN ST B&TC OF WILLISTON/AMERICAN ST BHC	939	244251	WILLISTON, ND	SNM	604	604	100	98	1	0	N	0.00
PLUMAS BK/PLUMAS BC	940	670467	QUINCY, CA	SNM	603	603	100	98	12	0	N	0.00
DARIEN ROWAYTON BK/ALCAR LLC	941	3428258	DARIEN, CT	SNM	603	603	100	98	1	0	N	0.00
HIGHLANDS UNION BK/HIGHLANDS BSHRS	942	969424	ABINGDON, VA	SMB	603	603	100	98	13	0	N	0.00
CORTLAND SVG & BKG CO/CORTLAND BC	943	846619	CORTLAND, OH	SMB	603	603	100	98	12	0	N	0.00
TALBOT BK OF EASTON MD/SHORE BSHRS	944	796125	EASTON, MD	SNM	602	602	100	98	5	0	N	0.00
CENTRAL NB&TC/CENTRAL SVC CORP	945	278555	ENID, OK	NAT	602	602	100	98	9	0	N	0.00
URBAN PARTSHP BK/	946	4184186	CHICAGO, IL	SNM	602	602	100	98	10	0	N	0.00
MISSOURI B&TC/MBT BSHRS	947	615459	KANSAS CITY, MO	SNM	602	602	100	98	3	0	N	0.00
FIRST US BK/UNITED SCTY BSHRS	948	259330	THOMASVILLE, AL	SNM	601	601	100	98	18	0	N	0.00
CENTRAL BK/CENTRAL BSHRS	949	31255	HOUSTON, TX	SMB	599	599	100	98	3	0	N	0.00
FIRST SCTY BK/FIRST SECURITY	950	2586281	OWENSBORO, KY	SNM	599	599	100	98	10	0	N	0.00
FIRST TX BK/FIRST TX BC	951	444350	GEORGETOWN, TX	SNM	598	598	100	98	7	0	N	0.00
COUNTRY BK/COUNTRY BHC	952	1191482	NEW YORK, NY	SNM	597	597	100	98	5	0	N	0.00
SCOTT VALLEY BK/LEARNER FC	953	852263	YREKA, CA	SNM	597	597	100	98	10	0	N	0.00
SOUTHERN MI B&TC/SOUTHERN MI BC	954	822042	COLDWATER, MI	SNM	597	597	100	98	17	0	N	0.00
COMMUNITY NB/COMMUNITY BC	955	270504	DERBY, VT	NAT	596	596	100	98	11	0	N	0.00
HOME ST BK NA/HOME ST BC	956	696430	CRYSTAL LAKE, IL	NAT	595	595	100	98	7	0	N	0.00
PADUCAH B&TC/PADUCAH BSHRS	957	285740	PADUCAH, KY	SMB	594	594	100	98	5	0	N	0.00
HERITAGE BK/HERITAGE GROUP	958	666554	WOOD RIVER, NE	SNM	593	593	100	98	17	0	N	0.00
BUSINESS BK/BUSINESS BSHRS	959	3076220	CLAYTON, MO	SNM	593	593	100	98	0	0	N	0.00
BANK 7/HAINES FC	960	18854	OKLAHOMA CITY, OK	SMB	593	593	100	98	6	0	N	0.00
INLAND NW BK/NORTHWEST BC	961	1411032	SPOKANE, WA	SNM	593	593	100	98	14	0	N	0.00
QUAIL CREEK BK NA/QUAIL CREEK BSHRS	962	507152	OKLAHOMA CITY, OK	NAT	593	593	100	98	0	0	N	0.00
IDAHO INDEP BK/	963	2110640	COEUR D'ALENE, ID	SNM	591	591	100	98	11	0	N	0.00
BANK OF WA/DIAMOND BANCORP	964	565750	WASHINGTON, MO	SNM	591	591	100	98	5	0	N	0.00
UNITED B&TC/UBT BSHRS	965	990352	MARYSVILLE, KS	SMB	590	590	100	98	14	0	N	0.00
DIETERICH BK NA/PRIME BANC CORP	966	771140	DIETERICH, IL	NAT	590	590	100	98	7	0	N	0.00
TEXAS RGNL BK/TEXAS ST BSHRS	967	380458	HARLINGEN, TX	SMB	589	589	100	98	8	0	N	0.00
VENTURE BK/VENTURE BSHRS	968	3049699	BLOOMINGTON, MN	SNM	588	588	100	98	3	0	N	0.00
COUNTRYSIDE BK/SBC	969	225335	COUNTRYSIDE, IL	SNM	588	588	100	98	4	0	N	0.00
HOMETOWN BK NA/MOODY BSHRS	970	393953	GALVESTON, TX	NAT	588	588	100	98	6	0	N	0.00
CHOICEONE BK/CHOICEONE FS	971	324340	SPARTA, MI	SMB	588	588	100	98	11	0	N	0.00
FIRST B&TC/	972	1228034	DUNCAN, OK	SNM	586	586	100	98	9	0	N	0.00
BANK OF SAN ANTONIO/SOUTHWEST BSHRS	973	3548567	SAN ANTONIO, TX	SNM	585	585	100	98	4	0	N	0.00
BANKIOWA/FIDELITY BAN CORP	974	737548	CEDAR RAPIDS, IA	SNM	582	582	100	98	10	0	N	0.00
ARIZONA BK & TR/HEARTLAND FNCL USA	975	3187612	PHOENIX, AZ	SNM	577	577	100	98	7	0	N	0.00
SUPERIOR NB&TC/KEWEENAW FC	976	245557	HANCOCK, MI	NAT	577	577	100	98	9	0	N	0.00
ALLIANCE BK/ALLIANCE FS	977	166652	LAKE CITY, MN	SNM	576	576	100	98	9	0	N	0.00
FARMERS NB/PROPHETSTOWN BKG CO	978	933041	PROPHETSTOWN, IL	NAT	576	576	100	98	2	0	N	0.00
WEST AL B&TC/WEST AL CAP CORP	979	501132	REFORM, AL	SNM	575	575	100	98	13	0	N	0.00
SOUTHERN ST BK/SOUTHERN ST BSHRS	980	3629420	ANNISTON, AL	SNM	574	574	100	98	8	0	N	0.00
MID-MISSOURI BK/MID-MO BSHRS	981	950141	SPRINGFIELD, MO	SNM	574	574	100	98	14	0	N	0.00
FARMERS BK/FIRST FARMERS BSHRS	982	901938	PORTLAND, TN	SNM	574	574	100	98	9	0	N	0.00
PLATINUM BK/PLATINUM BHC	983	2631314	BRANDON, FL	SNM	574	574	100	98	6	0	N	0.00
WATERFORD BK NA/WATERFORD BC	984	3588424	TOLEDO, OH	NAT	574	574	100	98	1	0	N	0.00
COMMERCE BK/INTERNATIONAL BSHRS CORP	985	625159	LAREDO, TX	SNM	573	573	100	98	3	0	N	0.00
ATLANTIC CMNTY BKR BK/ATLANTIC CMNTY BSHRS	986	959715	CAMP HILL, PA	SMB	573	573	100	98	1	0	N	0.00
PILOT GROVE SVG BK/PILOT GROVE SVGS BK ESOP	987	585749	PILOT GROVE, IA	SNM	571	571	100	98	14	0	N	0.00
COMMUNITY ST BK/VAN DIEST INV CO	988	790543	ANKENY, IA	SNM	571	571	100	98	10	0	N	0.00
NBC OKLAHOMA/NBC CORP OF OKLAHOMA	989	39756	OKLAHOMA CITY, OK	SNM	570	570	100	98	7	0	N	0.00
BAKER BOYER NB/BAKER BOYER BC	990	69678	WALLA WALLA, WA	NAT	570	570	100	98	6	0	N	0.00
EVANGELINE B&TC/EVANGELINE BSHRS	991	372538	VILLE PLATTE, LA	SNM	568	568	100	98	8	0	N	0.00
JUNIATA VALLEY BK/JUNIATA VALLEY FNCL CORP	992	215710	MIFFLINTOWN, PA	SNM	567	567	100	98	14	0	N	0.00
COMMERCIAL BK OF TX NA/NACOGDOCHES CMRL BSHRS	993	885869	NACOGDOCHES, TX	NAT	567	567	100	98	15	0	N	0.00
WOODHAVEN NB/PINNACLE BC	994	513050	FORT WORTH, TX	NAT	567	567	100	98	8	0	N	0.00
MONTICELLO BKG CO/MONTICELLO BSHRS	995	266945	MONTICELLO, KY	SMB	566	566	100	98	12	0	N	0.00
FARMERS & MRCH BK/F&M FC	996	348720	GRANITE QUARRY, NC	SNM	565	565	100	98	10	0	N	0.00
MERCHANTS & MARINE BK/MERCHANTS & MARINE BC	997	94139	PASCAGOULA, MS	SNM	564	564	100	98	11	0	N	0.00
FIRST METRO BK/FIRST METRO BC	998	1222519	MUSCLE SHOALS, AL	SNM	564	564	100	98	7	0	N	0.00
FIRST NB OF GILLETTE/FIRST NAT BK OF GILLETTE HC	999	890050	GILLETTE, WY	NAT	563	563	100	98	2	0	N	0.00
JEFFERSON B&TC/DELTA BSHRS CO	1000	598954	EUREKA, MO	SNM	561	561	100	98	4	0	N	0.00
NATIONAL BK OF CMRC/NATCOM BSHRS	1001	775456	SUPERIOR, WI	NAT	561	561	100	98	5	0	N	0.00
HEBRON SVG BK/HSB BANCORP	1002	780722	HEBRON, MD	SNM	559	559	100	98	12	0	N	0.00
CITIZENS UNION BK/CITIZENS UNION BANCORP	1003	65746	SHELBYVILLE, KY	SNM	559	559	100	98	12	0	N	0.00
UNITED BK MI/UNITED CMNTY FC	1004	150044	GRAND RAPIDS, MI	SNM	559	559	100	98	10	0	N	0.00
AMERICAN BK NORTH/MESABA BSHRS	1005	716655	NASHWAUK, MN	SNM	558	558	100	98	11	0	N	0.00
CITIZENS BK/	1006	126834	CARTHAGE, TN	SNM	558	558	100	98	7	0	N	0.00
SANTA CRUZ CTY BK/	1007	3235410	SANTA CRUZ, CA	SNM	558	558	100	98	4	0	N	0.00
AMERICAN BK/AMERICAN BK INC	1008	2580243	ALLENTOWN, PA	SMB	558	558	100	98	0	0	N	0.00
ANDERSON BROS BK/ANDERSON BSHRS	1009	6329	MULLINS, SC	SNM	558	558	100	98	18	0	N	0.00
CENTRAL BK IL/CENTRAL BANC	1010	931038	GENESEO, IL	SNM	557	557	100	98	4	0	N	0.00
CITIZENS NB/CITIZENS NBC	1011	673132	ATHENS, TN	NAT	557	557	100	98	8	0	N	0.00
FIDELITY BK/FIDELITY HC	1012	9357	EDINA, MN	SNM	557	557	100	98	0	0	N	0.00
DELAWARE CTY B&TC/DCB FNCL CORP	1013	616410	LEWIS CENTER, OH	SNM	557	557	100	98	13	0	N	0.00
PACIFIC CMRC BK/PACIFIC CMRC BC	1014	3143805	LOS ANGELES, CA	SMB	555	555	100	98	5	0	N	0.00
SAINT MARTIN B&TC/SAINT MARTIN BSHRS	1015	841539	SAINT MARTINVILLE, LA	SNM	554	554	100	98	11	0	N	0.00
PILGRIM BK/PILGRIM BC	1016	911160	PITTSBURG, TX	SNM	554	554	100	98	15	0	N	0.00
SIGNATURE BK/SIGNATURE BC	1017	3437483	CHICAGO, IL	SNM	554	554	100	98	1	0	N	0.00
MORRIS BK/MORRIS ST BSHRS	1018	423739	DUBLIN, GA	SNM	551	551	100	98	4	0	N	0.00
BAC CMNTY BK/BAC FNCL	1019	5461	STOCKTON, CA	SNM	551	551	100	98	9	0	N	0.00
BANK OF LABOR/INTERNATIONAL BHOOD BOILERMKRS	1020	246657	KANSAS CITY, KS	SNM	551	551	100	98	6	0	N	0.00
UNITED BK/UNITED BC OF AL	1021	994435	ATMORE, AL	SNM	550	550	100	98	18	0	N	0.00
HILLSDALE CTY NB/CNB CMNTY BC	1022	682143	HILLSDALE, MI	NAT	550	550	100	98	11	0	N	0.00
UNITED PRAIRIE BK/FARMERS ST CORP	1023	712059	MOUNTAIN LAKE, MN	SNM	549	549	100	98	12	0	N	0.00
ALBANY B&TC NA/ALBANK CORP	1024	2732	CHICAGO, IL	NAT	548	548	100	98	3	0	N	0.00
BANK OF SOUTHSIDE VA/BANK OF SOUTHSIDE VA CORP	1025	610128	CARSON, VA	SNM	548	548	100	98	14	0	N	0.00
NORTHPOINTE BK/NORTHPOINTE BSHRS	1026	2737980	GRAND RAPIDS, MI	SNM	547	547	100	98	0	0	N	0.00
SOUTHCREST BK NA/SOUTHCREST FNCL GRP	1027	165039	TYRONE, GA	NAT	547	547	100	98	11	0	N	0.00
BANK OF THE JAMES/BANK OF THE JAMES FNCL GROUP	1028	2787770	LYNCHBURG, VA	SMB	546	546	100	98	12	0	N	0.00
1ST CAP BK/	1029	3594797	MONTEREY, CA	SNM	546	546	100	98	4	0	N	0.00
NORTHSTAR BK/NORTHSTAR FNCL GRP	1030	2958972	BAD AXE, MI	SNM	546	546	100	98	10	0	N	0.00
VIRGINIA NB/VIRGINIA NAT BSHRS CORP	1031	2708122	CHARLOTTESVILLE, VA	NAT	545	545	100	98	6	0	N	0.00
TEXAS GULF BK NA/TEXAS GULF BSHRS	1032	514655	HOUSTON, TX	NAT	545	545	100	98	9	0	N	0.00
MISSION BK/VALLEY VIEW BSHRS	1033	170051	MISSION, KS	SNM	545	545	100	98	6	0	N	0.00
BENCHMARK BK/QUINLAN BSHRS	1034	980960	PLANO, TX	SNM	544	544	100	98	5	0	N	0.00
TRIUMPH BK/TRIUMPH BSHRS	1035	3395293	MEMPHIS, TN	SMB	544	544	100	98	3	0	N	0.00
APOLLO BK/APOLLO BSHRS	1036	3057818	MIAMI, FL	SNM	543	543	100	98	6	0	N	0.00
GREAT PLAINS NB/GREAT PLAINS BSHRS	1037	2482824	ELK CITY, OK	NAT	543	543	100	98	13	0	N	0.00
MOUNTAIN CMRC BK/MOUNTAIN CMRC BC	1038	1016231	KNOXVILLE, TN	SNM	543	543	100	98	4	0	N	0.00
FARMERS & MRCH BK/FMB BSHRS	1039	763930	LAKELAND, GA	SNM	542	542	100	98	5	0	N	0.00
IOWA ST BK/VOGEL BSHRS	1040	982348	HULL, IA	SMB	542	542	100	98	7	0	N	0.00
FIRST BK RICHMOND NA/FIRST MUT OF RICHMOND	1041	419675	RICHMOND, IN	NAT	542	542	100	98	7	0	N	0.00
FIRSTAR BK NA/FIRSTAR FNCL CORP	1042	427353	SALLISAW, OK	NAT	542	542	100	98	6	0	N	0.00
COMMUNITY BK OF N MS/COMMUNITY BSHRS ESOP	1043	653349	AMORY, MS	SNM	542	542	100	98	7	0	N	0.00
CLEAR MNT BK/STATE BC	1044	886624	BRUCETON MILLS, WV	SMB	542	542	100	98	12	0	N	0.00
SOUND CMNTY BK/SOUND FNCL BC	1045	429487	SEATTLE, WA	SNM	541	541	100	98	5	0	N	0.00
TOLLESON PRIV BK/TOLLESON WEALTH MGMT	1046	3166699	DALLAS, TX	SNM	541	541	100	98	0	0	N	0.00
FNBC B&TC/FNBC LA GRANGE	1047	608844	LA GRANGE, IL	SNM	540	540	100	98	5	0	N	0.00
FIRST NB&TC/FIRST INDEPENDENT BC	1048	154154	CHICKASHA, OK	NAT	540	540	100	98	10	0	N	0.00
UNITED CMNTY BK/COMMUNITY BC OF LA	1049	90337	RACELAND, LA	SNM	539	539	100	98	10	0	N	0.00
SEACOAST CMRC BK/SEACOAST CMRC BANC HOLDS	1050	3194638	SAN DIEGO, CA	SMB	538	538	100	98	1	0	N	0.00
MONUMENT BK/	1051	3336607	BETHESDA, MD	SNM	538	538	100	98	2	0	N	0.00
LINDELL B&TC/FIRST IL BANCORP	1052	185859	SAINT LOUIS, MO	SMB	538	538	100	98	10	0	N	0.00
FIRST SECURITY BK/SECURITY CAPITAL CORP	1053	718145	BATESVILLE, MS	SNM	537	537	100	98	15	0	N	0.00
BEACH CMNTY BK/BEACH CMNTY BSHRS	1054	3022076	FORT WALTON BEACH, FL	SNM	536	536	100	98	10	0	N	0.00
JEFFERSON BK OF MO/CENTRAL BANCOMPANY INC	1055	854454	JEFFERSON CITY, MO	SMB	534	534	100	98	3	0	N	0.00
FARMERS & MRCH SVG BK/DUNN INV CO	1056	863746	MANCHESTER, IA	SMB	533	533	100	98	12	0	N	0.00
BENCHMARK CMNTY BK/BENCHMARK BSHRS	1057	94522	KENBRIDGE, VA	SMB	533	533	100	98	13	0	N	0.00
PEOPLES BK/WINTER TR OF 12/3/74	1058	177957	LAWRENCE, KS	SMB	533	533	100	98	12	0	N	0.00
CARROLL CTY ST BK/CARROLL CTY BSHRS	1059	859141	CARROLL, IA	SNM	532	532	100	98	8	0	N	0.00
PALMETTO ST BK/PALMETTO ST BSHRS	1060	277820	HAMPTON, SC	SNM	530	530	100	98	7	0	N	0.00
HERITAGE BK/LIBERTY SHARES	1061	507330	HINESVILLE, GA	SNM	530	530	100	98	16	0	N	0.00
VERMILLION ST BK/VERMILLION BSHRS	1062	208057	VERMILLION, MN	SNM	529	529	100	98	5	0	N	0.00
STEUBEN TC/STEUBEN TR CORP	1063	929802	HORNELL, NY	SNM	528	528	100	98	13	0	N	0.00
PLATTE VALLEY BK/PLATTE VALLEY FS CO	1064	2465881	SCOTTSBLUFF, NE	SMB	528	528	100	98	6	0	N	0.00
RIVERVIEW BK/RIVERVIEW FC	1065	757612	MARYSVILLE, PA	SNM	527	527	100	98	14	0	N	0.00
PROGRESSIVE BK/PROGRESSIVE BC	1066	1007154	MONROE, LA	SNM	527	527	100	98	6	0	N	0.00
FIRST NB OF ALBANY BRECKENRIDG/ALBANY BSHRS	1067	340751	ALBANY, TX	NAT	527	527	100	98	3	0	N	0.00
AMERICAN CMNTY B&T/AMERICAN CMNTY FNCL	1068	2869162	WOODSTOCK, IL	SNM	526	526	100	98	3	0	N	0.00
MISSION BK/MISSION BC	1069	2736714	BAKERSFIELD, CA	SMB	525	525	100	98	6	0	N	0.00
BANK OF THE ORIENT/ORIENT BC	1070	777366	SAN FRANCISCO, CA	SMB	525	521	99	98	6	1	N	0.00
UWHARRIE BK/UWHARRIE CAP CORP	1071	590220	ALBEMARLE, NC	SMB	523	523	100	98	8	0	N	0.00
GNB BK/GNB BC	1072	724744	GRUNDY CENTER, IA	SMB	523	523	100	98	8	0	N	0.00
NORTH SIDE B&TC/	1073	615217	CINCINNATI, OH	SMB	522	522	100	98	8	0	N	0.00
SECURITY ST BK/BRISCOE RANCH	1074	839068	PEARSALL, TX	SNM	522	522	100	98	6	0	N	0.00
GREENFIELD BKG CO/GREENFIELD BSHRS	1075	592644	GREENFIELD, IN	SNM	521	521	100	98	6	0	N	0.00
FIRST NB/FIRST GRANBURY BC	1076	329952	GRANBURY, TX	NAT	521	521	100	98	6	0	N	0.00
FIRST BK/FIRST BC	1077	451068	KETCHIKAN, AK	SNM	521	521	100	98	8	0	N	0.00
CHAIN BRIDGE BK NA/CHAIN BRIDGE BC	1078	3597211	MC LEAN, VA	NAT	520	520	100	98	0	0	N	0.00
SUMMIT ST BK/	1079	561574	SANTA ROSA, CA	SNM	518	518	100	98	4	0	N	0.00
CITIZENS B&TC/CITIZENS BKG CORP	1080	701839	FROSTPROOF, FL	SNM	516	516	100	98	12	0	N	0.00
SECURITY B&TC OF GLENCOE/SECURITY BSHRS CO	1081	1001059	GLENCOE, MN	SNM	516	516	100	98	11	0	N	0.00
FIRST SCTY B&TC/CEDAR VALLEY BSHRS	1082	894544	CHARLES CITY, IA	SNM	516	516	100	98	15	0	N	0.00
AMERICAN NB&TC/AMERIBANCSHARES	1083	498362	WICHITA FALLS, TX	NAT	516	516	100	98	7	0	N	0.00
BANK FORWARD/BANK FORWARD ESOP & TR	1084	812557	HANNAFORD, ND	SNM	515	515	100	98	11	0	N	0.00
BRICKELL BK/	1085	729132	MIAMI, FL	SNM	515	515	100	98	0	0	Y	13.00
FIRST NB/WAUPACA BC	1086	466642	WAUPACA, WI	NAT	514	514	100	98	8	0	N	0.00
CROWN BK/	1087	2686211	OCEAN CITY, NJ	SNM	514	514	100	98	15	0	N	0.00
MAINSTREET BK/	1088	3248849	FAIRFAX, VA	SMB	513	513	100	98	4	0	N	0.00
UNITED B&TC/FARMERS CAPITAL BK CORP	1089	479914	VERSAILLES, KY	SNM	511	511	100	98	12	0	N	0.00
TRADITION CAP BK/TRADITION BSHRS	1090	3344321	EDINA, MN	SNM	510	510	100	98	0	0	N	0.00
FIRST SENTRY BK/FIRST SENTRY BSHRS	1091	2506757	HUNTINGTON, WV	SNM	510	510	100	98	3	0	N	0.00
CIERA BK/FIRST GRAHAM BC	1092	327855	GRAHAM, TX	SMB	510	510	100	98	7	0	N	0.00
REPUBLIC BK & TR/IRONHORSE FNCL GRP	1093	1198605	NORMAN, OK	SNM	510	510	100	98	4	0	N	0.00
JACKSON COUNTY BK/BANCORP OF SOUTHERN IN	1094	884442	SEYMOUR, IN	SNM	509	509	100	98	8	0	N	0.00
FIRST & FARMERS NB/ALBANY BANCORP	1095	721949	SOMERSET, KY	NAT	509	509	100	98	11	0	N	0.00
