Bank Name / Holding Co Name	Nat'l Rank	Bank ID	Bank Location	Charter	Consol Assets (Mil $)	Domestic Assets (Mil $)	Pct Domestic Assets	Pct Cumulative Assets	Domestic Branches	Foreign Branches	IBF	Pct Foreign Owned
JPMORGAN CHASE BK NA/JPMORGAN CHASE & CO	1	852218	COLUMBUS, OH	NAT	2,051,004	1,542,630	75	14	5,378	30	Y	0.00
WELLS FARGO BK NA/WELLS FARGO & CO	2	451965	SIOUX FALLS, SD	NAT	1,699,435	1,645,291	97	25	6,200	11	Y	0.00
BANK OF AMER NA/BANK OF AMER CORP	3	480228	CHARLOTTE, NC	NAT	1,657,878	1,551,334	94	37	4,729	31	Y	0.00
CITIBANK NA/CITIGROUP	4	476810	SIOUX FALLS, SD	NAT	1,365,660	824,668	60	46	742	253	Y	0.00
U S BK NA/U S BC	5	504713	CINCINNATI, OH	NAT	433,463	426,741	98	49	3,210	1	N	0.00
PNC BK NA/PNC FNCL SVC GROUP	6	817824	WILMINGTON, DE	NAT	350,224	346,323	99	51	2,687	2	N	0.00
BANK OF NY MELLON/BANK OF NY MELLON CORP	7	541101	NEW YORK, NY	SMB	298,719	194,713	65	53	3	14	Y	0.00
CAPITAL ONE NA/CAPITAL ONE FC	8	112837	MC LEAN, VA	NAT	278,661	278,594	100	55	811	0	N	0.00
T D BK NA/TD GRP US HOLDS LLC	9	497404	WILMINGTON, DE	NAT	255,727	255,727	100	57	1,273	1	N	100.00
STATE STREET B&TC/STATE STREET CORP	10	35301	BOSTON, MA	SMB	251,261	167,070	66	58	2	11	N	0.00
BRANCH BKG&TC/BB&T CORP	11	852320	WINSTON SALEM, NC	SNM	217,159	216,978	100	60	2,242	1	N	0.00
HSBC BK USA NA/HSBC N AMER HOLDS	12	413208	MC LEAN, VA	NAT	206,206	202,738	98	61	227	3	Y	100.00
SUNTRUST BK/SUNTRUST BK	13	675332	ATLANTA, GA	SMB	194,679	194,679	100	63	1,418	0	Y	0.00
GOLDMAN SACHS BK USA/GOLDMAN SACHS GROUP THE	14	2182786	NEW YORK, NY	SMB	160,666	160,666	100	64	1	1	N	0.00
CHASE BK USA NA/JPMORGAN CHASE & CO	15	489913	WILMINGTON, DE	NAT	146,939	146,939	100	65	0	0	N	0.00
FIFTH THIRD BK/FIFTH THIRD BC	16	723112	CINCINNATI, OH	SMB	141,112	140,417	100	66	1,214	1	N	0.00
MORGAN STANLEY BK NA/MORGAN STANLEY	17	1456501	SALT LAKE CITY, UT	NAT	135,608	135,608	100	67	0	0	N	0.00
REGIONS BK/REGIONS FC	18	233031	BIRMINGHAM, AL	SMB	125,256	125,256	100	67	1,596	0	N	0.00
MANUFACTURERS & TRADERS TC/M&T BK CORP	19	501105	BUFFALO, NY	SMB	123,130	123,130	100	68	843	2	Y	0.00
NORTHERN TC/NORTHERN TR CORP	20	210434	CHICAGO, IL	SMB	121,145	92,027	76	69	68	4	Y	0.00
MUFG UNION BK NA/MUFG AMERS HOLDS CORP	21	212465	SAN FRANCISCO, CA	NAT	115,975	115,632	100	70	364	1	Y	100.00
ALLY BK/ALLY FNCL	22	3284070	MIDVALE, UT	SMB	114,554	114,554	100	71	0	0	N	0.00
CITIZENS BK NA/CITIZENS FNCL GRP	23	3303298	PROVIDENCE, RI	NAT	112,992	112,992	100	71	840	1	N	0.00
BMO HARRIS BK NA/BMO FC	24	75633	CHICAGO, IL	NAT	107,492	107,492	100	72	602	0	N	100.00
CAPITAL ONE BK USA NA/CAPITAL ONE FC	25	2253891	GLEN ALLEN, VA	NAT	103,537	102,774	99	73	0	1	N	0.00
KEYBANK NA/KEYCORP	26	280110	CLEVELAND, OH	NAT	99,138	99,021	100	74	972	0	N	0.00
COMPASS BK/BBVA COMPASS BSHRS	27	697633	BIRMINGHAM, AL	SMB	86,738	86,738	100	74	673	0	N	100.00
DISCOVER BK/DISCOVER FS	28	30810	GREENWOOD, DE	SNM	86,232	86,232	100	75	0	0	N	0.00
SANTANDER BK NA/SANTANDER HOLDS USA	29	722777	WILMINGTON, DE	NAT	84,976	84,962	100	75	674	1	N	100.00
BANK OF THE WEST/BANCWEST HOLD	30	804963	SAN FRANCISCO, CA	SNM	80,463	80,463	100	76	4	0	N	10.00
HUNTINGTON NB/HUNTINGTON BSHRS	31	12311	COLUMBUS, OH	NAT	73,864	73,864	100	76	798	0	N	0.00
COMERICA BK/COMERICA	32	60143	DALLAS, TX	SMB	71,314	70,555	99	77	474	1	N	0.00
FIRST REPUBLIC BK/	33	4114567	SAN FRANCISCO, CA	SNM	64,730	64,730	100	77	72	0	N	0.00
ZB NA/ZIONS BC	34	276579	SALT LAKE CITY, UT	NAT	59,451	59,451	100	78	458	0	N	0.00
DEUTSCHE BK TC AMERICAS/DEUTSCHE BK TR CORP	35	214807	NEW YORK, NY	SMB	53,167	53,167	100	78	1	0	N	100.00
MORGAN STANLEY PRIV BK NA/MORGAN STANLEY	36	2489805	PURCHASE, NY	NAT	46,604	46,604	100	78	0	0	N	0.00
CIT BK NA/CIT GROUP	37	3918898	PASADENA, CA	NAT	43,413	43,413	100	79	69	0	N	0.00
SILICON VALLEY BK/SVB FNCL GRP	38	802866	SANTA CLARA, CA	SMB	42,538	41,332	97	79	4	1	N	0.00
CITY NB/RBC USA HOLDCO CORP	39	63069	LOS ANGELES, CA	NAT	41,979	41,979	100	79	73	0	N	100.00
FIRST NIAGARA BK NA/FIRST NIAGARA FNCL GROUP	40	517900	BUFFALO, NY	NAT	39,931	39,931	100	79	392	0	N	0.00
PEOPLES UNITED BK NA/PEOPLES UNITED FNCL INC	41	613307	BRIDGEPORT, CT	NAT	39,737	39,737	100	80	390	0	N	0.00
SIGNATURE BK/	42	2942690	NEW YORK, NY	SNM	36,547	36,547	100	80	7	0	N	0.00
EAST WEST BK/EAST WEST BC	43	197478	PASADENA, CA	SMB	32,897	31,681	96	80	118	1	N	0.00
FIRST-CITIZENS B&TC/FIRST CITIZENS BSHRS	44	491224	RALEIGH, NC	SNM	32,054	32,054	100	80	549	0	N	0.00
BOKF NA/BOK FC	45	339858	TULSA, OK	NAT	31,817	31,817	100	81	127	0	N	0.00
BARCLAYS BK DE/BARCLAYS DE HOLDS LLC	46	2980209	WILMINGTON, DE	SNM	29,673	29,673	100	81	0	0	N	100.00
SYNOVUS BK/SYNOVUS FC	47	395238	COLUMBUS, GA	SNM	29,218	29,218	100	81	252	0	N	0.00
FROST BK/CULLEN/FROST BKR	48	682563	SAN ANTONIO, TX	SMB	29,004	29,004	100	81	138	0	N	0.00
ASSOCIATED BK NA/ASSOCIATED BANC-CORP	49	917742	GREEN BAY, WI	NAT	28,942	28,942	100	81	226	0	N	0.00
FIRST TN BK NA/FIRST HORIZON NAT CORP	50	485559	MEMPHIS, TN	NAT	27,353	27,353	100	82	167	0	Y	0.00
BANKUNITED NA/BANKUNITED	51	3938186	MIAMI LAKES, FL	NAT	26,218	26,218	100	82	101	0	N	0.00
FIRSTMERIT BK NA/FIRSTMERIT CORP	52	67311	AKRON, OH	NAT	26,155	26,155	100	82	357	0	N	0.00
WEBSTER BK NA/WEBSTER FNCL CORP	53	761806	WATERBURY, CT	NAT	25,109	25,109	100	82	175	0	N	0.00
COMMERCE BK/COMMERCE BSHRS	54	601050	KANSAS CITY, MO	SMB	24,585	24,585	100	82	189	0	N	0.00
UMPQUA BK/UMPQUA HC	55	143662	ROSEBURG, OR	SNM	24,120	24,120	100	82	320	0	N	0.00
BNY MELLON NA/BANK OF NY MELLON CORP	56	934329	PITTSBURGH, PA	NAT	23,642	23,642	100	83	4	0	N	0.00
WHITNEY BK/HANCOCK HC	57	463735	GULFPORT, MS	SNM	22,977	22,977	100	83	197	0	N	0.00
BANK OF AMER CA NA/BANK OF AMER CORP	58	1443266	SAN FRANCISCO, CA	NAT	22,238	22,238	100	83	0	0	N	0.00
PROSPERITY BK/PROSPERITY BSHRS	59	664756	EL CAMPO, TX	SNM	21,782	21,782	100	83	267	0	N	0.00
VALLEY NB/VALLEY NAT BC	60	229801	PASSAIC, NJ	NAT	21,764	21,764	100	83	219	0	N	0.00
PACIFIC WESTERN BK/PACWEST BC	61	494261	BEVERLY HILLS, CA	SNM	21,085	21,085	100	83	79	0	N	0.00
TCF NB/TCF FC	62	266271	SIOUX FALLS, SD	NAT	21,079	20,668	98	84	356	0	N	0.00
TEXAS CAP BK NA/TEXAS CAP BSHRS	63	2618780	DALLAS, TX	NAT	21,068	21,068	100	84	11	0	N	0.00
FIRST NB OF PA/FNB CORP	64	379920	GREENVILLE, PA	NAT	21,028	21,028	100	84	330	0	N	0.00
IBERIABANK/IBERIABANK CORP	65	808176	LAFAYETTE, LA	SMB	20,078	20,078	100	84	198	0	N	0.00
T D BK USA NA/TD GRP US HOLDS LLC	66	2121196	WILMINGTON, DE	NAT	19,662	19,662	100	84	1	0	N	100.00
UMB BK NA/UMB FC	67	936855	KANSAS CITY, MO	NAT	19,467	19,467	100	84	113	0	N	0.00
FIRST HAWAIIAN BK/FIRST HAWAIIAN	68	980661	HONOLULU, HI	SNM	19,011	18,201	96	84	61	0	Y	10.00
FIRST NB OF OMAHA/LAURITZEN CORP	69	527954	OMAHA, NE	NAT	18,689	18,689	100	84	124	0	N	0.00
PRIVATEBANK & TC/PRIVATEBANCORP	70	1842065	CHICAGO, IL	SNM	18,155	18,155	100	85	22	0	N	0.00
WESTERN ALLI BK/WESTERN ALLI BC	71	3138146	PHOENIX, AZ	SMB	16,627	16,627	100	85	41	0	N	0.00
ARVEST BK/ARVEST BK GRP	72	311845	FAYETTEVILLE, AR	SMB	16,613	16,613	100	85	272	0	N	0.00
RAYMOND JAMES BK NA/RAYMOND JAMES FNCL	73	2193616	SAINT PETERSBURG, FL	NAT	16,610	16,514	99	85	0	0	N	0.00
FIRSTBANK/FIRSTBANK HC	74	288853	LAKEWOOD, CO	SMB	16,180	16,180	100	85	122	0	N	0.00
MB FNCL BK NA/MB FNCL	75	656733	CHICAGO, IL	NAT	15,943	15,943	100	85	93	0	N	0.00
BANK OF HAWAII/BANK OF HI CORP	76	795968	HONOLULU, HI	SMB	15,889	15,414	97	85	69	1	Y	0.00
WASHINGTON FED NA/WASHINGTON FED INC	77	656377	SEATTLE, WA	NAT	14,819	14,819	100	85	242	0	N	0.00
OLD NB/OLD NAT BC	78	208244	EVANSVILLE, IN	NAT	14,339	14,339	100	85	211	0	N	0.00
RABOBANK NA/RABOBANK INTL HOLD BV	79	877369	ROSEVILLE, CA	NAT	14,213	14,213	100	86	102	0	N	99.00
BANCORPSOUTH BK/BANCORPSOUTH	80	606046	TUPELO, MS	SNM	14,117	14,117	100	86	243	0	N	0.00
CATHAY BK/CATHAY GEN BC	81	595869	LOS ANGELES, CA	SNM	13,447	12,989	97	86	56	1	N	0.00
STERLING NB/STERLING BC	82	125471	MONTEBELLO, NY	NAT	13,046	13,046	100	86	40	0	N	0.00
TRUSTMARK NB/TRUSTMARK CORP	83	342634	JACKSON, MS	NAT	13,029	13,029	100	86	197	0	N	0.00
BANK OF THE OZARKS/BANK OF THE OZARKS	84	107244	LITTLE ROCK, AR	SNM	12,266	12,266	100	86	168	0	N	0.00
GREAT WESTERN BK/GREAT WESTERN BC	85	131650	SIOUX FALLS, SD	SNM	11,445	11,445	100	86	179	0	N	0.00
BREMER BK NA/OTTO BREMER TR	86	800657	SAINT PAUL, MN	NAT	11,274	11,274	100	86	95	0	N	0.00
FIRST MW BK/FIRST MW BC	87	1007846	ITASCA, IL	SMB	10,870	10,870	100	86	114	0	N	0.00
FULTON BK NA/FULTON FNCL CORP	88	474919	LANCASTER, PA	NAT	10,438	10,438	100	86	112	0	N	0.00
COMENITY BK/	89	1391778	WILMINGTON, DE	SNM	10,431	10,431	100	86	0	0	N	0.00
BANC OF CA NA/BANC OF CA	90	200378	IRVINE, CA	NAT	10,154	10,154	100	86	35	0	N	0.00
EASTERN BK/EASTERN BK CORP	91	128904	BOSTON, MA	SNM	10,023	10,023	100	86	95	0	N	0.00
UNITED CMNTY BK/UNITED CMNTY BK	92	1017939	BLAIRSVILLE, GA	SNM	9,896	9,896	100	87	125	0	N	0.00
PINNACLE BK/PINNACLE FNCL PTNR	93	2925666	NASHVILLE, TN	SNM	9,667	9,667	100	87	43	0	N	0.00
CUSTOMERS BK/CUSTOMERS BC	94	2354985	PHOENIXVILLE, PA	SMB	9,660	9,660	100	87	14	0	N	0.00
BANNER BK/BANNER CORP	95	352772	WALLA WALLA, WA	SNM	9,634	9,634	100	87	187	0	N	0.00
INTERNATIONAL BK OF CMRC/INTERNATIONAL BSHRS CORP	96	1001152	LAREDO, TX	SNM	9,615	9,615	100	87	174	0	N	0.00
CENTENNIAL BK/HOME BSHRS	97	456045	CONWAY, AR	SMB	9,555	9,555	100	87	147	0	N	0.00
CHEMICAL BK/CHEMICAL FC	98	542649	MIDLAND, MI	SMB	9,490	9,490	100	87	175	0	N	0.00
STIFEL B&T/STIFEL FNCL CORP	99	3076248	SAINT LOUIS, MO	SMB	9,430	9,430	100	87	1	0	N	0.00
COLUMBIA ST BK/COLUMBIA BKG SYS	100	2078290	TACOMA, WA	SNM	9,348	9,348	100	87	146	0	N	0.00
CADENCE BK NA/CADENCE BC LLC	101	4262534	BIRMINGHAM, AL	NAT	9,203	9,203	100	87	66	0	N	0.00
GLACIER BK/GLACIER BC	102	2634191	KALISPELL, MT	SNM	9,178	9,178	100	87	133	0	N	0.00
ISRAEL DISCOUNT BK OF NY/DISCOUNT BC	103	320119	NEW YORK, NY	SNM	9,168	9,168	100	87	6	0	Y	100.00
PLAINSCAPITAL BK/MAEDGEN & WHITE	104	637451	DALLAS, TX	SMB	9,025	9,025	100	87	126	0	N	0.00
UNITED BK/UNITED BSHRS	105	365325	FAIRFAX, VA	SMB	8,841	8,841	100	87	71	0	N	0.00
SOUTH ST BK/SOUTH ST CORP	106	540926	COLUMBIA, SC	SNM	8,720	8,720	100	87	120	0	N	0.00
COMMUNITY BK NA/COMMUNITY BK SYS	107	202907	CANTON, NY	NAT	8,683	8,683	100	87	194	0	N	0.00
FIRST INTRST BK/FIRST INTRST BANCSYSTEM	108	659855	BILLINGS, MT	SMB	8,572	8,572	100	88	75	0	N	0.00
WELLS FARGO BK S CENT NA/WELLS FARGO & CO	109	2362458	HOUSTON, TX	NAT	8,567	8,567	100	88	0	0	N	0.00
NBT BK NA/NBT BC	110	702117	NORWICH, NY	NAT	8,565	8,565	100	88	155	0	N	0.00
RENASANT BK/RENASANT CORP	111	749242	TUPELO, MS	SNM	8,502	8,502	100	88	146	0	N	0.00
WELLS FARGO BK NW NA/WELLS FARGO & CO	112	688079	OGDEN, UT	NAT	8,404	8,404	100	88	0	0	N	0.00
WESBANCO BK/WESBANCO	113	645625	WHEELING, WV	SNM	8,379	8,379	100	88	141	0	N	0.00
WELLS FARGO FNCL NB/WELLS FARGO & CO	114	1225761	LAS VEGAS, NV	NAT	8,365	8,365	100	88	0	0	N	0.00
BBCN BK/BBCN BC	115	671464	LOS ANGELES, CA	SNM	8,334	8,334	100	88	50	0	N	0.00
CITIZENS BUS BK/CVB FC	116	933966	ONTARIO, CA	SNM	8,306	8,306	100	88	50	0	N	0.00
MERCANTIL COMMERCEBANK NA/MERCANTIL COMMERCEBANK HC	117	83638	CORAL GABLES, FL	NAT	8,297	8,297	100	88	23	0	Y	0.00
FIRST FNCL BK NA/FIRST FNCL BC	118	165628	HAMILTON, OH	NAT	8,289	8,289	100	88	100	0	N	0.00
BANCO POPULAR N AMER/POPULAR	119	2736291	NEW YORK, NY	SMB	8,224	8,224	100	88	52	0	N	100.00
SAFRA NB OF NY/SNBNY HOLD	120	918918	NEW YORK, NY	NAT	8,152	7,641	94	88	2	0	Y	99.00
UNION B&TR/UNION BSHRS CORP	121	693224	RICHMOND, VA	SMB	8,089	8,089	100	88	118	0	N	0.00
FLORIDA CMNTY BK NA/BOND ST MGMT LLC	122	4041421	WESTON, FL	NAT	8,075	8,075	100	88	47	0	N	0.00
LEGACYTEXAS BK/LEGACYTEXAS FNCL GRP	123	878898	PLANO, TX	SMB	8,060	8,060	100	88	45	0	N	0.00
BERKSHIRE BK/BERKSHIRE HILLS BC	124	473501	PITTSFIELD, MA	SNM	8,010	8,010	100	88	93	0	N	0.00
TOWNEBANK/	125	2797724	PORTSMOUTH, VA	SNM	7,941	7,941	100	88	36	0	N	0.00
CAPITAL BK CORP/CAPITAL BK FNCL CORP	126	4160667	RALEIGH, NC	SNM	7,631	7,631	100	89	152	0	N	0.00
SIMMONS BK/SIMMONS FIRST NAT CORP	127	663245	PINE BLUFF, AR	SMB	7,514	7,514	100	89	149	0	N	0.00
OPUS BK/	128	2047504	IRVINE, CA	SNM	7,468	7,468	100	89	59	0	N	0.00
YADKIN BK/YADKIN FC	129	282329	STATESVILLE, NC	SNM	7,453	7,453	100	89	99	0	N	0.00
ROCKLAND TC/INDEPENDENT BC	130	613008	ROCKLAND, MA	SNM	7,417	7,417	100	89	83	0	N	0.00
BOSTON PRIVATE B&TC/BOSTON PRIVATE FNCL HOLD	131	964700	BOSTON, MA	SNM	7,414	7,414	100	89	24	0	N	0.00
PARK NB/PARK NAT CORP	132	489623	NEWARK, OH	NAT	7,367	7,367	100	89	111	0	N	0.00
CITY NB OF FL/BCI FNCL GRP	133	814430	MIAMI, FL	NAT	7,269	7,269	100	89	25	0	N	0.00
TALMER B&TC/TALMER BC	134	3545324	TROY, MI	SNM	6,901	6,901	100	89	80	0	N	0.00
FIRST MRCHS BK/FIRST MRCHS CORP	135	17147	MUNCIE, IN	SNM	6,890	6,890	100	89	111	0	N	0.00
FIRST COMMONWEALTH BK/FIRST COMMONWEALTH FNCL CORP	136	42420	INDIANA, PA	SNM	6,733	6,733	100	89	110	0	N	0.00
BANCFIRST/BANCFIRST CORP	137	1386251	OKLAHOMA CITY, OK	SNM	6,670	6,670	100	89	103	0	N	0.00
S&T BK/S&T BC	138	936426	INDIANA, PA	SNM	6,653	6,653	100	89	63	0	N	0.00
BANK LEUMI USA/BANK LEUMI LE-ISRAEL CORP	139	101019	NEW YORK, NY	SNM	6,618	6,618	100	89	5	0	Y	98.00
FIRST FNCL BK NA/FIRST FNCL BSHRS	140	470050	ABILENE, TX	NAT	6,590	6,590	100	89	71	0	N	0.00
BANK OF NC/BNC BC	141	1908082	THOMASVILLE, NC	SNM	6,477	6,477	100	89	69	0	N	0.00
EAGLEBANK/EAGLE BC	142	2652092	BETHESDA, MD	SMB	6,353	6,353	100	89	19	0	N	0.00
FARMERS & MRCH BK/PALOMAR ENT LLC	143	871769	LONG BEACH, CA	SMB	6,335	6,335	100	89	23	0	N	0.00
MIZUHO BK USA/	144	229913	NEW YORK, NY	SMB	6,273	5,450	87	89	0	0	Y	100.00
AMERIS BK/AMERIS BC	145	764030	MOULTRIE, GA	SNM	6,220	6,220	100	89	104	0	N	0.00
FIRST BK/FIRST BKS	146	169653	CREVE COEUR, MO	SMB	6,077	6,077	100	89	110	0	N	0.00
UNITED BK/UNITED BSHRS	147	1010930	PARKERSBURG, WV	SMB	6,065	6,065	100	90	57	0	N	0.00
FLUSHING BK/FLUSHING FC	148	959304	UNIONDALE, NY	SNM	5,994	5,994	100	90	19	0	N	0.00
HOMESTREET BK/HOMESTREET	149	258771	SEATTLE, WA	SNM	5,915	5,915	100	90	47	0	N	0.00
WORLDS FOREMOST BK/	150	2931603	SIDNEY, NE	SNM	5,654	5,654	100	90	0	0	N	0.00
SERVISFIRST BK/SERVISFIRST BSHRS	151	3348888	BIRMINGHAM, AL	SNM	5,646	5,646	100	90	17	0	N	0.00
SABADELL UNITED BK NA/	152	53033	MIAMI, FL	NAT	5,452	5,452	100	90	23	0	N	100.00
INDEPENDENT BK/INDEPENDENT BK GRP	153	122854	MCKINNEY, TX	SNM	5,444	5,444	100	90	42	0	N	0.00
1ST SOURCE BK/1ST SOURCE CORP	154	991340	SOUTH BEND, IN	SMB	5,368	5,368	100	90	80	0	N	0.00
CENTRAL PACIFIC BK/CENTRAL PACIFIC FC	155	701062	HONOLULU, HI	SNM	5,274	5,274	100	90	35	0	N	0.00
WASHINGTON TR BK/WTB FC	156	58971	SPOKANE, WA	SNM	5,168	5,168	100	90	43	0	N	0.00
WESTAMERICA BK/WESTAMERICA BC	157	697763	SAN RAFAEL, CA	SMB	5,138	5,138	100	90	86	0	N	0.00
FIRST SECURITY BK/FIRST SECURITY BANCORP	158	673440	SEARCY, AR	SNM	5,124	5,124	100	90	75	0	N	0.00
SOUTHSIDE BK/SOUTHSIDE BSHRS	159	361167	TYLER, TX	SNM	5,028	5,028	100	90	49	0	N	0.00
CENTERSTATE BK OF FL NA/CENTERSTATE BK	160	1929247	WINTER HAVEN, FL	NAT	4,986	4,986	100	90	65	0	N	0.00
CARTER BK & TR/	161	3476192	MARTINSVILLE, VA	SNM	4,905	4,905	100	90	123	0	N	0.00
WILSHIRE BK/WILSHIRE BC	162	382667	LOS ANGELES, CA	SNM	4,881	4,881	100	90	35	0	N	0.00
FIRST NBC BK/FIRST NBC BHC	163	3445769	NEW ORLEANS, LA	SNM	4,854	4,854	100	90	39	0	N	0.00
WOODFOREST NB/WOODFOREST FNCL GRP ESOP W 401	164	412751	THE WOODLANDS, TX	NAT	4,809	4,809	100	90	743	0	N	0.00
SANDY SPRING BK/SANDY SPRING BC	165	506922	OLNEY, MD	SMB	4,734	4,734	100	90	44	0	N	0.00
REPUBLIC B&TC/REPUBLIC BANCORP	166	316840	LOUISVILLE, KY	SNM	4,640	4,640	100	90	43	0	N	0.00
NBH BK/NATIONAL BK HOLDS CORP	167	4210227	GREENWOOD VILLAGE, CO	SMB	4,615	4,615	100	90	90	0	N	0.00
LAKELAND BK/LAKELAND BC	168	687009	NEWFOUNDLAND, NJ	SNM	4,458	4,458	100	90	52	0	N	0.00
HANMI BK/HANMI FC	169	657365	LOS ANGELES, CA	SMB	4,435	4,435	100	90	42	0	N	0.00
GREAT SOUTHERN BK/GREAT SOUTHERN BC	170	572374	REEDS SPRING, MO	SNM	4,415	4,415	100	90	105	0	N	0.00
BANCORP BK/BANCORP	171	2858960	WILMINGTON, DE	SNM	4,387	4,387	100	90	0	0	N	0.00
SEACOAST NB/CAPGEN CAP GRP III LLC	172	34537	STUART, FL	NAT	4,381	4,381	100	90	57	0	N	0.00
JOHNSON BK/JOHNSON FNCL GRP	173	58243	RACINE, WI	SMB	4,372	4,372	100	90	42	0	N	0.00
PINNACLE BK/PINNACLE BC	174	913856	LINCOLN, NE	SNM	4,364	4,364	100	90	71	0	N	0.00
TRI CTY BK/TRICO BSHRS	175	100562	CHICO, CA	SNM	4,351	4,351	100	90	68	0	N	0.00
FIDELITY BK/FIDELITY SOUTHERN CORP	176	598534	ATLANTA, GA	SNM	4,277	4,277	100	90	64	0	N	0.00
CONNECTONE BK/CONNECTONE BC	177	3317932	ENGLEWOOD CLIFFS, NJ	SNM	4,264	4,264	100	91	23	0	N	0.00
INTRUST BK NA/INTRUST FC	178	557858	WICHITA, KS	NAT	4,206	4,206	100	91	45	0	N	0.00
CENTURY B&TC/CENTURY BC	179	377908	SOMERVILLE, MA	SNM	4,180	4,180	100	91	26	0	N	0.00
CARDINAL BK/CARDINAL FC	180	2683014	MC LEAN, VA	SNM	4,160	4,160	100	91	30	0	N	0.00
MAINSOURCE BK/MAINSOURCE FNCL GRP	181	623445	GREENSBURG, IN	SNM	3,994	3,994	100	91	94	0	N	0.00
COMMUNITY & SOUTHERN BK/COMMUNITY & SOUTHERN HOLD	182	3967449	ATLANTA, GA	SNM	3,949	3,949	100	91	46	0	N	0.00
BANKERS TC/BTC FC	183	811046	DES MOINES, IA	SNM	3,941	3,941	100	91	23	0	N	0.00
WINTRUST BK/WINTRUST FC	184	2239288	CHICAGO, IL	SMB	3,941	3,941	100	91	22	0	N	0.00
ORIGIN BK/ORIGIN BC	185	667757	CHOUDRANT, LA	SMB	3,931	3,931	100	91	43	0	N	0.00
AMALGAMATED BK/WORKERS UNITED	186	661308	NEW YORK, NY	SNM	3,930	3,930	100	91	15	0	N	0.00
LAKE CITY BK/LAKELAND FC	187	874845	WARSAW, IN	SMB	3,925	3,925	100	91	49	0	N	0.00
WASHINGTON TC OF WESTERLY/WASHINGTON TR BC	188	816603	WESTERLY, RI	SNM	3,916	3,916	100	91	20	0	N	0.00
USAMERIBANK/USAMERIBANCORP	189	3536407	CLEARWATER, FL	SMB	3,904	3,904	100	91	28	0	N	0.00
BELL ST B&TC/STATE BSHRS	190	929352	FARGO, ND	SNM	3,892	3,892	100	91	19	0	N	0.00
CAMDEN NB/CAMDEN NAT CORP	191	593007	CAMDEN, ME	NAT	3,878	3,878	100	91	62	0	N	0.00
COMMUNITY TR BK INC/COMMUNITY TR BC	192	509811	PIKEVILLE, KY	SMB	3,872	3,872	100	91	79	0	N	0.00
BUSEY BK/FIRST BUSEY CORP	193	416245	CHAMPAIGN, IL	SNM	3,862	3,862	100	91	39	0	N	0.00
NEW YORK CMRL BK/NEW YORK CMNTY BC	194	1438589	ISLANDIA, NY	SNM	3,818	3,818	100	91	29	0	N	0.00
GREEN BK NA/GREEN BC	195	2719427	HOUSTON, TX	NAT	3,809	3,809	100	91	22	0	N	0.00
CITY NB OF WV/CITY HC	196	1011526	CHARLESTON, WV	NAT	3,790	3,790	100	91	86	0	N	0.00
HERITAGE BK/HERITAGE FC	197	881478	OLYMPIA, WA	SNM	3,755	3,755	100	91	65	0	N	0.00
BRIDGEHAMPTON NB/BRIDGE BC	198	23504	BRIDGEHAMPTON, NY	NAT	3,741	3,741	100	91	39	0	N	0.00
ENTERPRISE B&TC/ENTERPRISE FS CORP	199	1190476	CLAYTON, MO	SNM	3,740	3,740	100	91	15	0	N	0.00
AMARILLO NB/AMARILLO NAT BC	200	353555	AMARILLO, TX	NAT	3,723	3,723	100	91	19	0	N	0.00
FULTON BK OF NJ/FULTON FNCL CORP	201	1407932	MOUNT LAUREL, NJ	SNM	3,715	3,715	100	91	67	0	N	0.00
COMMUNITY BK/	202	770367	PASADENA, CA	SNM	3,635	3,635	100	91	17	0	N	0.00
RBC BK GA NA/	203	3783948	ATLANTA, GA	NAT	3,622	3,622	100	91	0	0	N	100.00
FIRST NB ALASKA/	204	114260	ANCHORAGE, AK	NAT	3,609	3,609	100	91	30	0	N	0.00
PEAPACK GLADSTONE BK/PEAPACK-GLADSTONE FC	205	236706	BEDMINSTER, NJ	SMB	3,604	3,604	100	91	20	0	N	0.00
PACIFIC PREMIER BK/PACIFIC PREMIER BC	206	431172	IRVINE, CA	SMB	3,595	3,595	100	91	18	0	N	0.00
MECHANICS BK/2011 TCRT	207	936462	WALNUT CREEK, CA	SNM	3,587	3,587	100	91	30	0	N	0.00
STATE B&TC/STATE BK FNCL CORP	208	3384318	MACON, GA	SNM	3,569	3,569	100	91	26	0	N	0.00
FIVE STAR BK/FINANCIAL INST	209	601416	WARSAW, NY	SMB	3,553	3,553	100	91	52	0	N	0.00
UNION B&TC/FARMERS & MRCH INV	210	450856	LINCOLN, NE	SNM	3,523	3,523	100	91	35	0	N	0.00
FIRST FOUND BK/FIRST FOUND	211	3637685	IRVINE, CA	SNM	3,489	3,489	100	91	10	0	N	0.00
FIRST AMER BK/FIRST AMER BK CORP	212	850036	ELK GROVE VILLAGE, IL	SNM	3,468	3,468	100	91	49	0	N	0.00
FIRST BK/FIRST BC	213	216922	TROY, NC	SMB	3,465	3,465	100	91	87	0	N	0.00
OCEAN BK/OCEAN BSHRS	214	663834	MIAMI, FL	SNM	3,459	3,459	100	91	20	0	N	0.00
TRISTATE CAP BK/TRISTATE CAP HLD INC	215	3475083	PITTSBURGH, PA	SNM	3,442	3,442	100	91	0	0	N	0.00
COBIZ BK/COBIZ FNCL	216	56557	DENVER, CO	SMB	3,424	3,424	100	92	17	0	N	0.00
